fold;model;bias;Width;Height;Density;Growth-ring width;Test span;Dynamic E;dataset
11;normal;91,11924731182796;-163,25973937117237;109,65650058844179;6,857568879198055;-2,372924047234199;51,750198043216685;2,5007675338794493;cleaned
12;normal;91,19086021505376;-163,06465636153175;104,91350325777279;6,900722709576048;-2,4422011951386478;56,272633729111604;2,4625213956662764;cleaned
13;normal;91,22634408602147;-161,243033611952;107,83965722164373;6,825114592999131;-2,383216083409213;51,50795949908611;2,621267270246406;cleaned
14;normal;91,41451612903225;-165,2538571337279;115,32558203945541;6,901753251753697;-2,607777838405498;47,865284502772695;2,405415691022512;cleaned
15;normal;91,34559139784945;-162,6831206126799;110,06015228032996;6,979334521222241;-2,5991108351647476;50,58645860858916;2,317257986524227;cleaned
16;normal;91,16204301075267;-159,70297886322453;109,3259716377168;6,671653384271539;-2,4510240024589924;48,618999039427514;2,784094745307378;cleaned
17;normal;91,31064516129028;-161,88396195578943;106,71102590998976;6,869795871868038;-2,4218167223440066;53,28090968207094;2,5467036289790337;cleaned
18;normal;91,21268817204303;-162,90475163012914;108,74762752033635;6,965115509073594;-2,368214982653543;52,27957303040422;2,4792553781373567;cleaned
19;normal;91,22354838709677;-161,63930038861773;107,85120771890189;6,770646050207131;-2,4155888292668757;51,85152520924123;2,6562184851605104;cleaned
20;normal;91,2595698924731;-161,426960968956;110,9779639097469;6,891004747556504;-2,421323478524759;48,503799919499684;2,5646394853290273;cleaned
21;normal;91,31978494623654;-161,70083782965727;107,44537313937317;6,78482954945107;-2,404642136785666;52,3776293373405;2,6624628528538126;cleaned
22;normal;91,29795698924728;-161,49662997135655;107,77676484499268;6,796665305795447;-2,377419411571482;51,837105054003054;2,648451691192738;cleaned
23;normal;91,31096774193546;-161,65540577272495;111,75181236923345;6,696067508693709;-2,424738897021841;48,12941745128172;2,84828292955621;cleaned
24;normal;91,4043010752688;-160,82682262970982;101,0691748284689;6,9486264813306535;-2,6201370342843977;57,683725849622945;2,2573058079547255;cleaned
25;normal;91,1315053763441;-162,41678093353815;108,27019040060264;6,795375280551245;-2,3712981173515066;52,218991708830956;2,532895527348881;cleaned
26;normal;91,24075268817202;-159,8878757637924;110,83397836933914;6,8815557708442165;-2,4023837239791033;47,18142328026084;2,5763171255272956;cleaned
27;normal;91,18150537634406;-161,97116693769652;111,27389837604586;6,788813984628251;-2,392128736196129;48,77426653507751;2,6660053029633373;cleaned
28;normal;91,28021505376344;-162,95286527395447;107,58643097378425;6,793980001454545;-2,3999786597278123;53,54862583979944;2,7020111185468703;cleaned
29;normal;91,19881720430108;-161,55685968767412;108,64610164615507;6,77951567206398;-2,3954442729970586;50,98333284951761;2,649442367056774;cleaned
30;normal;91,39548387096771;-164,48559722997229;112,3861083016071;6,911423357178505;-2,3827183345080267;50,18698101252541;2,543388830788278;cleaned
31;normal;91,38397849462366;-162,10953335878452;111,46132998585918;6,68208489136709;-2,3934289195764125;48,76669239000841;2,7588675963316667;cleaned
32;normal;91,1064516129032;-159,72562259951403;106,89939980388397;6,644410840204351;-2,394722965585357;50,952469037578624;2,6726355589419732;cleaned
33;normal;91,03516129032259;-161,54858889259233;105,84767060114574;6,48133612095342;-2,3427278261499205;53,73869146998733;2,5469582496432035;cleaned
34;normal;91,08397849462366;-161,12534244889594;107,5466323356785;6,783136733894297;-2,4509499704204676;51,67222575876097;2,3962456696293404;cleaned
35;normal;91,12129032258062;-160,33143002580576;109,36232542091396;6,3785976920501;-2,3670730759453673;49,16058652426828;2,97556965534353;cleaned
36;normal;91,58333333333333;-156,92576020093892;97,75678697853847;7,29715327712461;-1,6614498115814937;57,07481905003629;2,307461278835066;cleaned
37;normal;91,41516129032259;-161,9232712655484;106,63617273465643;6,638643953946099;-2,4279320101604673;53,44802624237162;2,7424144816977982;cleaned
38;normal;91,18634408602153;-162,94367808371845;101,70273902166748;6,8185573931864;-2,3531854724122447;59,21547067828673;2,6115789768917224;cleaned
39;normal;91,09763440860213;-163,21837325233085;101,56886307468974;6,615438430842475;-2,317870911388672;59,658345682100055;2,6266297011288477;cleaned
40;normal;91,53440860215053;-161,35109574988607;107,63323531239162;6,72656532657215;-2,343283609372524;51,80417368502875;2,4997219925534195;cleaned
41;normal;91,41645161290322;-160,93090471392173;108,67077657002592;6,974405692536374;-2,123358825163582;50,3013081987977;2,5558820064028405;cleaned
42;normal;91,21322580645158;-162,1232951553961;103,72582864153767;6,719302825870134;-2,473935410014088;56,508768775923194;2,585502396671175;cleaned
43;normal;91,15462365591397;-164,74202912474863;111,38308536940235;6,743919216553289;-2,3762231301235053;51,455023559205664;2,687411002898135;cleaned
44;normal;91,55978494623653;-163,97960762186221;110,48450250293213;6,531155388699666;-2,159503907934998;51,61962403942341;2,8308000893500695;cleaned
45;normal;91,48655913978492;-163,2852443452075;109,70182366655307;6,677964938691221;-2,2776949259667636;51,68442401025159;2,7239209201718872;cleaned
46;normal;91,44860215053761;-163,62227655775354;108,27069617629564;6,675928181694435;-2,41321052305727;53,43769270691757;2,6654731228718784;cleaned
47;normal;91,4427956989247;-163,20165221394967;108,34211554419771;6,687241400539032;-2,407604339045314;52,94512126457651;2,6633307259080334;cleaned
48;normal;91,48075268817202;-162,94078284550517;109,28622461064225;6,687336422261053;-2,3059601207782747;51,75005344179168;2,6995576459044544;cleaned
49;normal;91,27526881720428;-157,41222917468443;108,78487558076908;6,898824750382765;-2,3289151063352045;46,7047323989167;2,618542718506835;cleaned
50;normal;91,4590322580645;-163,58002330797683;107,58428030050446;6,625299579401131;-2,444504106749674;54,079081616599424;2,661947299139598;cleaned
51;normal;91,4079569892473;-163,3874447106688;108,14851267148597;6,722828472922388;-2,434213166822292;53,31946527660251;2,6401795223298032;cleaned
52;normal;91,21290322580643;-160,96813775831487;108,38699361932723;6,80035478462806;-2,362396785578749;50,66234441992352;2,645802845219694;cleaned
53;normal;91,22688172043009;-156,41806532976364;106,99194885783895;6,832032607439144;-2,369779587126948;47,501585300099826;2,641272193951403;cleaned
54;normal;91,26440860215051;-161,98215260309155;108,6155504629052;6,818476167959348;-2,402587102516942;51,44570947758319;2,6288181038477103;cleaned
55;normal;91,28924731182794;-157,9242479049476;107,53243621039168;6,874395194854911;-2,4028891537970782;48,45997847240382;2,5881556615800574;cleaned
56;normal;91,11129032258061;-160,88984685231264;108,1374700842739;6,698372679401003;-2,3647494872120687;50,83330155365833;2,6413957848349567;cleaned
57;normal;91,35150537634405;-165,8570425061259;108,07508493113075;6,8000316263689715;-2,5138355996302035;55,847718514446484;2,5625341000872;cleaned
58;normal;91,35290322580643;-160,9337860901683;108,594845708667;6,806903975453492;-2,3863768993621473;50,41798168610219;2,627041006256476;cleaned
59;normal;91,21473118279566;-156,1097853855604;106,02897575616636;6,803762994397045;-2,4038593367782255;48,15234556846196;2,635430949701039;cleaned
60;normal;91,4017204301075;-161,7111105658032;108,451220628081;6,758309850747642;-2,4026838477688695;51,33925122862509;2,6281719651095794;cleaned
61;normal;91,14602150537632;-154,72676150647106;106,23847923449495;6,707279454207147;-2,2990940770475077;46,579742788699384;2,7429294182008492;cleaned
62;normal;91,18440860215051;-156,33684968382363;105,81333036395358;6,72375274927894;-2,3890393949866287;48,60358937923022;2,690104238770794;cleaned
63;normal;91,16408602150534;-158,55888387361097;107,60002169275944;6,732475155013576;-2,322488512117001;49,04763575458866;2,7013513156516487;cleaned
64;normal;91,19666666666663;-160,45491492813952;108,01972755603595;6,774650121232527;-2,3750057431744764;50,516825384788156;2,653375382094051;cleaned
65;normal;91,4590322580645;-162,51237519328973;108,63493673602625;6,704014396602391;-2,369798978556379;51,963845027221616;2,660089874849796;cleaned
66;normal;91,31720430107525;-164,5182694385613;109,87701138150558;6,857561189084351;-2,4053204562090675;52,72098519231723;2,606884361877157;cleaned
67;normal;91,1443010752688;-154,08658667841073;104,07075222984777;6,656497029183476;-2,4069594023859766;48,09418693176048;2,7121282845105177;cleaned
68;normal;91,18440860215051;-156,05676202540178;104,65667190674043;6,701933100471844;-2,4425654173267293;49,472573424142084;2,667777070093948;cleaned
69;normal;91,18494623655911;-157,46011808094752;106,9827981050703;6,744139498246999;-2,345345452478181;48,5631035015983;2,6973277856244424;cleaned
70;normal;91,45086021505374;-163,15844822204917;109,25299155598769;6,721707398471603;-2,3367240091541737;51,997906477463715;2,685045356247051;cleaned
71;normal;91,29623655913976;-164,71866315324573;102,83382122438684;6,86807427890465;-2,454935040837703;59,92333217951715;2,5121910939509924;cleaned
72;normal;91,31118279569891;-159,8459135285758;104,5338938765068;6,7029845444158305;-2,483090164573868;53,27710284332022;2,7078399480594766;cleaned
73;normal;91,38688172043008;-173,2014288369828;102,27084233726319;6,774960739987823;-2,3821462094830053;69,1267387220844;2,689793299185244;cleaned
74;normal;91,30924731182793;-161,44863080189535;107,62281687271464;6,806767533335282;-2,397049701424072;51,910241791946085;2,6525227048758895;cleaned
75;normal;91,39473118279567;-153,6873352168633;104,5686764613055;6,872380541098948;-2,4521776089744174;47,05416549078714;2,5133759219516447;cleaned
76;normal;91,59150537634407;-173,92990235417471;115,4954934936088;6,543293402503356;-2,280274260491844;56,609438010464665;2,6720825124111727;cleaned
77;normal;91,28204301075267;-156,2163667868399;107,66550772501755;6,813012479309113;-2,4085393312272454;46,51086591157876;2,652521309448;cleaned
78;normal;91,33301075268814;-162,85501239405377;107,91495349451398;6,7977331804106305;-2,423605239377566;53,04269411303022;2,6356905974116636;cleaned
79;normal;91,33741935483867;-165,57874334470728;110,50022947068055;6,890350999458712;-2,447928968784422;53,13572796206244;2,5560945341941324;cleaned
80;normal;91,4233333333333;-157,75084778925978;98,97754507454299;6,78302399150324;-2,4305522829675676;57,02012069447831;2,598814156455663;cleaned
81;normal;91,32741935483868;-162,48521380446468;106,97258299494091;6,888725476265677;-2,4499526798842384;53,70800114936896;2,5526981810164395;cleaned
82;normal;91,1401075268817;-157,36404207297267;107,96436123935628;6,660124662724898;-2,3800291008113112;47,60013969771022;2,57356887585295;cleaned
83;normal;91,37032258064512;-160,84468673044202;108,92007330594058;6,87025645449287;-2,4261029168699535;50,07239471746211;2,567021150982906;cleaned
84;normal;91,368064516129;-164,53079018535368;104,56527214724238;6,857397321334007;-2,4640741507027744;57,983768602669684;2,55103266476837;cleaned
85;normal;91,39913978494623;-160,8704739153215;108,46197193788167;6,83439964233789;-2,3539149681665865;50,57075952107263;2,646037786417968;cleaned
86;normal;91,34440860215051;-170,5771002395168;119,6972471456103;6,809502503631777;-2,415142015776292;48,948637789379156;2,7443893914624087;cleaned
87;normal;91,39559139784943;-160,0580783052649;104,03637017187343;6,803801320097638;-2,4128126506924428;54,20935660648862;2,6214350645986624;cleaned
88;normal;91,34064516129031;-160,7546543139866;107,12063986855523;6,818254062570244;-2,3873742956983715;51,76312856244351;2,6341707031100654;cleaned
89;normal;91,46569892473116;-157,297230504633;117,4737884258601;6,853595865335704;-2,550485471075201;38,11141247727343;2,5391707166217223;cleaned
90;normal;91,25204301075267;-147,6967009588261;91,9219241016495;6,825758250941774;-2,4374198757990975;54,10395125072255;2,4520025811864;cleaned
91;normal;91,24548387096775;-166,27197818270133;108,01753797628145;6,684926445252604;-2,359900508429434;56,364857568781986;2,7396730027539298;cleaned
92;normal;91,24311827956987;-169,25316913986262;120,1599473415572;6,760302819813546;-2,2939307067680574;47,19975778150529;2,7697200612123196;cleaned
93;normal;91,215376344086;-161,75413092333454;108,90121159684138;6,802721997468097;-2,3912721692105725;50,92877771990018;2,640721499592898;cleaned
94;normal;91,50516129032255;-154,67245409074667;107,54878670030743;6,8822889824282445;-2,299267029034806;45,35002688541409;2,543318114429676;cleaned
1;physics;91,34709677419352;-59,32135468119771;37,778233731204416;6,670252440311296;-2,449036009879835;19,460151818821476;2,206273394981513;cleaned
2;physics;91,41215053763439;-55,966994844822665;34,71153818779938;6,411601556244648;-2,6662374930851445;19,212125273248805;2,2066846395499584;cleaned
3;physics;91,45763440860213;-53,21001560570714;33,49934586641636;6,226114808119003;-2,7068885412435746;17,617252412563488;2,339489715542872;cleaned
4;physics;91,55204301075267;-51,0904188562106;32,240561447240296;6,334278464894252;-2,6971869169651557;16,700808139585845;2,061070294662755;cleaned
5;physics;91,43860215053762;-52,78770171082597;33,12340266989783;6,245951546769531;-2,801865114493513;17,55056295408365;2,256879509635561;cleaned
6;physics;91,47225806451611;-55,50618511005432;34,37574757226319;6,37292488299145;-2,6620881013763253;19,0825522797574;2,1696790745490624;cleaned
7;physics;91,24301075268815;-57,51408823019449;35,27930557000263;6,645626903887844;-2,647688950311344;20,277932606393126;2,051100407548969;cleaned
8;physics;91,34032258064515;-57,81418752332729;35,95508477937856;6,489169897732131;-2,6011258546203813;19,903610578858032;2,247470935906745;cleaned
9;physics;91,27247311827955;-57,624082241656595;35,67693376306357;6,478002360949776;-2,6249233073466707;19,947355981251835;2,242390284038782;cleaned
10;physics;91,1795698924731;-57,538389627881166;35,44707320180217;6,434874176942483;-2,6105529697444676;20,078130393586292;2,2478261966690973;cleaned
11;physics;91,11924731182793;-58,2304425724135;36,1126930559109;6,525858568686724;-2,6015971100305655;20,184853218511893;2,1019760785910493;cleaned
12;physics;91,19086021505375;-57,59314218178214;35,21536936334252;6,5845909238594365;-2,6536991640724383;20,421427202903832;2,0747171947532737;cleaned
13;physics;91,22634408602147;-57,51546002391582;35,584578954835656;6,5038977667135205;-2,602284219189578;19,951705686051024;2,2183024215012477;cleaned
14;physics;91,41451612903224;-59,5663786903401;37,23606636832985;6,554702785165372;-2,836278583555752;20,174518831776766;1,988757513423681;cleaned
15;physics;91,34559139784945;-58,28525062041225;36,10666862316201;6,641884669884039;-2,8163310101665093;20,052768190019382;1,9223324697646622;cleaned
16;physics;91,16204301075267;-57,230147206909635;35,731562065402656;6,345005395649279;-2,681430865467696;19,654522628729577;2,373880837361359;cleaned
17;physics;91,31064516129028;-57,53014259886009;35,41878271364684;6,559163710812027;-2,6426377869872764;20,13467983296545;2,1406074340624985;cleaned
18;physics;91,21268817204299;-58,03895897091528;35,9094303962206;6,625512991997158;-2,5951791168016314;20,169464288530015;2,0888704287342006;cleaned
19;physics;91,22354838709676;-57,66900312227482;35,633495519912;6,446426633836451;-2,6361181067721944;20,01685662865085;2,257642873390612;cleaned
20;physics;91,2595698924731;-57,93791318044215;36,06116205800197;6,542460732831583;-2,6480907493027575;19,847495546245224;2,166681596663518;cleaned
21;physics;91,31978494623654;-57,5840215706129;35,56216512072278;6,459500721859526;-2,625908744734034;20,05765177810277;2,267217612208166;cleaned
22;physics;91,29795698924728;-57,5731999573378;35,59560954038408;6,467546049855021;-2,594336054955451;20,004960498753412;2,2600659253563697;cleaned
23;physics;91,31096774193546;-58,05183915493263;36,33997471580604;6,36910474001238;-2,658232652834307;19,842129707043902;2,4215834434533074;cleaned
24;physics;91,40430107526879;-56,57497101618489;34,18584536143082;6,650587444610482;-2,835094826283892;20,227369079312375;1,8644521045126432;cleaned
25;physics;91,13150537634407;-57,741074722162985;35,69353278149678;6,454566657734978;-2,5998096803566866;20,04690669945722;2,1706501447154696;cleaned
26;physics;91,24075268817202;-57,56951695789659;35,99541762977075;6,548190678455484;-2,637825124467419;19,616055625917895;2,162850747891632;cleaned
27;physics;91,18150537634406;-57,94311775691287;36,01488317471438;6,458949974315603;-2,622233424368306;19,92233143630557;2,2338907345566468;cleaned
28;physics;91,28021505376343;-57,87865692825229;35,72023959265616;6,46968131881378;-2,620247746905635;20,252564343268425;2,303422596545637;cleaned
29;physics;91,19881720430106;-57,71941566081687;35,74438002021453;6,4574395888384535;-2,621196612758546;19,96815175390663;2,2399439111838637;cleaned
30;physics;91,39548387096771;-58,02397057397698;35,963707985160156;6,46475231437298;-2,623615706036387;20,062238199257312;2,203416278931491;cleaned
31;physics;91,38397849462363;-57,950904435368415;36,040275007808646;6,415971969358062;-2,5858326225329735;19,934002745266866;2,280894015471716;cleaned
32;physics;91,1064516129032;-56,73795486437239;35,10949981581406;6,279818467136579;-2,6122965551834585;19,682284236441014;2,3079022321635843;cleaned
33;physics;91,03516129032256;-57,28461120242575;35,14763726342716;6,1688631831847145;-2,5340429185696682;20,124175379268184;2,2421584467809734;cleaned
34;physics;91,08397849462364;-57,46375036341669;35,53161339982458;6,46489917326566;-2,6753957850774914;19,953571767457444;2,000585218830574;cleaned
35;physics;91,12129032258062;-57,43658759254005;35,79474190013061;6,0596468260614875;-2,59748038868167;19,750491702026288;2,561701831900103;cleaned
36;physics;91,58333333333331;-55,110955024679924;33,19408912089386;7,021599253005224;-1,8093215152521975;19,75039844985779;1,9428442223859759;cleaned
37;physics;91,41516129032256;-57,502016279045904;35,43422646532421;6,3119731853423415;-2,642236116132151;20,141222210724028;2,362718562896417;cleaned
38;physics;91,18634408602149;-57,22054196514336;34,57803922158945;6,522833420705339;-2,5479685861148704;20,55334776693687;2,256322248319788;cleaned
39;physics;91,09763440860212;-57,20764362314992;34,516473288418446;6,327714039517497;-2,5022232556806667;20,64452506451916;2,29570113689748;cleaned
40;physics;91,53440860215052;-57,51993544102438;35,53001760872446;6,417478675146075;-2,5567583059505568;19,9776189447346;2,0927285949250156;cleaned
41;physics;91,4164516129032;-57,61353417990961;35,713723015220836;6,647650211238534;-2,341686060041058;19,859849241886614;2,1513315582342094;cleaned
42;physics;91,21322580645158;-57,004081026761845;34,653645060835906;6,379898581362946;-2,7132943949746138;20,38711377576336;2,200140841352151;cleaned
43;physics;91,15462365591395;-57,91416775006266;35,852605337059686;6,424297327941701;-2,614343376639881;20,06134744631209;2,2180337041700704;cleaned
44;physics;91,55978494623653;-58,26347007163026;36,11783349768079;6,226083415796015;-2,4020383385279547;20,18006253087671;2,399559573374369;cleaned
45;physics;91,48655913978493;-57,97636269873089;35,88981844792314;6,36988927911508;-2,5187087866408397;20,098510890845816;2,297801355104763;cleaned
46;physics;91,44860215053761;-57,94801588662932;35,715708242486926;6,362452044860073;-2,6340320911780037;20,234433856853457;2,2617272949505587;cleaned
47;physics;91,4427956989247;-57,84906706741445;35,686830285422715;6,37471766137238;-2,6295068786715063;20,16355715568905;2,257939917946324;cleaned
48;physics;91,48075268817202;-57,850231733667776;35,791153860759344;6,379766369009463;-2,543521171856964;20,06644067888087;2,2775196871918117;cleaned
49;physics;91,27526881720428;-56,41368485578498;35,19581899914368;6,584454172229546;-2,555209558689173;19,210239034758903;2,2085040367350013;cleaned
50;physics;91,4590322580645;-57,87152225740162;35,59783608523715;6,311921680745965;-2,6614127712797373;20,27422470668372;2,2638056122936696;cleaned
51;physics;91,4079569892473;-57,87568109869807;35,671734712151995;6,407192478857811;-2,6516420321651255;20,201147641726315;2,2391805929853703;cleaned
52;physics;91,21290322580643;-57,17556578056154;35,419748563710684;6,46574400942877;-2,566463924282075;19,756009693868997;2,2594474672021403;cleaned
53;physics;91,22688172043009;-55,85929779229248;34,728048693906395;6,516068215059159;-2,592013331743609;19,123293000699356;2,241550979491145;cleaned
54;physics;91,26440860215051;-57,40936252254251;35,50595122253427;6,48113780932051;-2,6242536853041782;19,899149313150378;2,234988272980323;cleaned
55;physics;91,28924731182794;-56,35251443926519;34,990372019674204;6,56283815094543;-2,628712792510341;19,345794181571243;2,1820635805392428;cleaned
56;physics;91,11129032258061;-56,886603828498295;35,204784159465724;6,320173300159493;-2,5609044414831965;19,68584479167447;2,290615479370366;cleaned
57;physics;91,35150537634405;-58,47704949825492;35,88378564476437;6,474627963650296;-2,7178411729627703;20,57780399970744;2,172842041218029;cleaned
58;physics;91,35290322580643;-57,30427836897318;35,51281721899482;6,491256847686662;-2,6078733710067463;19,786365354040736;2,2216773354985895;cleaned
59;physics;91,21473118279566;-55,62211909335333;34,495313814335844;6,487040119215988;-2,625802474465128;19,115506530292677;2,2403585180976555;cleaned
60;physics;91,4017204301075;-57,4964124927354;35,56761662669632;6,444879499596464;-2,6249122142392363;19,92396644465121;2,2226272842901538;cleaned
61;physics;91,14602150537632;-55,2549950187356;34,392612091042146;6,381376707141649;-2,5123410402688133;18,87265298589384;2,3566836126077177;cleaned
62;physics;91,18440860215051;-55,59397422913455;34,44502197113029;6,396007422159579;-2,6075189039318656;19,147513869834523;2,3050635190191278;cleaned
63;physics;91,16408602150534;-56,39472805238187;35,00417132894855;6,393435274151852;-2,527681700472976;19,3990107459884;2,3211568034667756;cleaned
64;physics;91,19666666666663;-56,922611722859536;35,24753430096326;6,43246276886604;-2,584618722437376;19,675682597678982;2,2711642498462186;cleaned
65;physics;91,4590322580645;-57,69536739543775;35,65990636876333;6,394563381607085;-2,598294020214591;20,03610553788533;2,248386332586549;cleaned
66;physics;91,31720430107525;-58,23817089575078;35,9914297537084;6,517606115002824;-2,6307189071461003;20,2419540414042;2,207628563823994;cleaned
67;physics;91,1443010752688;-54,758122012894546;33,88317457137332;6,330178068065805;-2,623605032631123;18,873066396188673;2,334873180116885;cleaned
68;physics;91,18440860215051;-55,33428267749468;34,16879510269778;6,373601646999604;-2,6645475361069058;19,156640133586148;2,2863759438861764;cleaned
69;physics;91,18494623655911;-56,05107763329344;34,78871393766213;6,413755440538347;-2,5591232133153454;19,266626054081915;2,310420679747808;cleaned
70;physics;91,45086021505374;-57,897941873603344;35,805419402679846;6,409476552391651;-2,5715862299908494;20,097730315353154;2,267427169651491;cleaned
71;physics;91,29623655913976;-58,2970938682059;35,30080467967964;6,5494590460817586;-2,6563591415911914;20,951649132023768;2,1407157203883145;cleaned
72;physics;91,3111827956989;-57,209674061039955;35,10922388473067;6,377591207716607;-2,7013698218462663;19,986861782476463;2,3293293464644886;cleaned
73;physics;91,38688172043008;-59,923487403292654;36,00532561837486;6,462017250379926;-2,583871147875739;22,031114052859127;2,3076512433490315;cleaned
74;physics;91,30924731182793;-57,55239496353368;35,48007732606593;6,509501212140062;-2,6308264875843372;20,062301187510233;2,2070646068303956;cleaned
75;physics;91,39473118279567;-55,249491736824105;34,28794705408321;6,598506667033424;-2,6885147200534636;18,818229800354402;2,0941387587905473;cleaned
76;physics;91,59150537634407;-60,950581428256086;37,76871552013357;6,257105136481672;-2,544791621518529;21,27832266313281;2,2324535668236094;cleaned
77;physics;91,28204301075266;-56,684886098188194;35,34576214847631;6,4913694889239535;-2,6390700852349767;19,217004970944746;2,2468153374678494;cleaned
78;physics;91,33301075268814;-58,099188806467254;35,91516457472151;6,482644912940155;-2,624308207313885;20,209228997310213;2,234164972347941;cleaned
79;physics;91,33741935483867;-58,97583364198329;36,48588292519369;6,5345807823295345;-2,6576426033177536;20,463608925616523;2,1755542053514465;cleaned
80;physics;91,4233333333333;-52,30537096443756;30,963427461827813;6,443656686846906;-2,6187451018193157;19,515507168754347;2,265892598050462;cleaned
81;physics;91,32741935483868;-58,07759336477554;35,873259417678725;6,561019810990841;-2,6662275297817675;20,31436628240204;2,1593301611006797;cleaned
82;physics;91,14010752688169;-56,731301509274395;35,49985083085945;6,391158436516342;-2,609187717233213;19,32552838294959;2,1533898221258094;cleaned
83;physics;91,37032258064512;-57,93937504969362;36,045799441612346;6,536953704508191;-2,650773662108702;19,96115160508632;2,1670925174404383;cleaned
84;physics;91,368064516129;-58,43218449636176;35,62717353502626;6,532961512809761;-2,6680432896697885;20,745675004049133;2,1736870830999986;cleaned
85;physics;91,39913978494621;-57,881069528216514;35,967924467218204;6,505992724491329;-2,5849371324128345;19,988412185053203;2,239143806538564;cleaned
86;physics;91,34440860215051;-60,38316310318958;37,75093183526988;6,471053942783554;-2,650617250222243;20,606352231840006;2,2652410812517765;cleaned
87;physics;91,39559139784943;-56,25844772671184;34,362799649157296;6,476837876434544;-2,621480942206796;20,003488224842958;2,2450003431729866;cleaned
88;physics;91,3406451612903;-57,47113037178195;35,62568945360165;6,490311046576871;-2,6253331189340523;19,893147138138747;2,227856044503405;cleaned
89;physics;91,46569892473116;-58,069474013802335;37,269208181173695;6,51028246329601;-2,8042545049939824;19,0018121162696;2,0889556100971824;cleaned
90;physics;91,25204301075266;-50,539147520109715;30,41364862695283;6,640128618960571;-2,6173644123728326;18,367649364436556;2,0965991161108004;cleaned
91;physics;91,24548387096772;-58,67309575748596;36,129735327198865;6,411049203792005;-2,5968334627724676;20,5602083696943;2,287306714034033;cleaned
92;physics;91,24311827956987;-59,84945395527371;37,452528527864395;6,441385319127487;-2,5848258186633117;20,39768540058025;2,2719220926427246;cleaned
93;physics;91,215376344086;-57,35000550225592;35,13027393111173;6,453274542167703;-2,6132099884689355;20,20129496993361;2,223390581135803;cleaned
94;physics;91,50516129032255;-55,98065430123827;35,16362598319096;6,57288141379939;-2,5167502100781167;18,96175147760099;2,125577517605623;cleaned
