fold;original_index;current_position;true_value;predicted_value;error;absolute_error;squared_error;rmse;final_physics_penalty;constraint_violations;Width;Height;Density;Growth-ring width;Test span;Dynamic E;Density_constraint_violated;Dynamic_E_constraint_violated;Growth_ring_width_constraint_violated;Height_constraint_violated;Test_span_constraint_violated;Width_constraint_violated
81;80;80;89,52;95,72289712282176;-6,202897122821767;6,202897122821767;38,47593271631056;6,202897122821767;283,260683050665;2;100,65;39,87;528,88;1,26;1120,0;14224,0;False;False;False;True;True;False
44;43;43;67,91;74,10688350951798;-6,196883509517988;6,196883509517988;38,40136523053598;6,196883509517988;285,2887823267642;2;50,0;20,0;421,83;3,16;560,0;11491,0;False;False;False;True;True;False
76;75;75;64,96;71,13727382077217;-6,177273820772172;6,177273820772172;38,158711856797225;6,177273820772172;313,20712396211144;2;100,04;40,19;408,75;2,61;1120,0;9165,0;False;False;False;True;True;False
7;6;6;97,37;91,39957229151545;5,97042770848455;5,97042770848455;35,64600702224008;5,97042770848455;275,97063851950446;2;14,99;6,05;478,25;1,88;168,0;15358,52;False;False;False;True;True;False
12;11;11;102,22;96,3064145161744;5,9135854838255995;5,9135854838255995;34,97049327451285;5,9135854838255995;276,1928011213657;2;15,07;6,04;506,04;1,79;168,0;16273,65;False;False;False;True;True;False
57;56;56;87,28;93,09826968508787;-5,81826968508787;5,81826968508787;33,8522621284125;5,81826968508787;285,18199361212015;2;50,0;20,0;487,17;1,11;560,0;13251,0;False;False;False;True;True;False
73;72;72;83,99;89,6254718764026;-5,635471876402605;5,635471876402605;31,758543269724694;5,635471876402605;296,9588873003545;2;99,85;39,6;501,0;1,93;1120,0;14261,0;False;False;False;True;True;False
37;36;36;81,36;76,19817621574457;5,161823784255432;5,161823784255432;26,64442477970507;5,161823784255432;276,875519389442;2;14,9;6,1;455,26;3,37;168,0;8676,87;False;False;False;True;True;False
18;17;17;100,19;95,05917627423624;5,1308237257637614;5,1308237257637614;26,325352104860325;5,1308237257637614;282,71572629168315;2;15,02;5,93;490,06;1,46;168,0;16019,43;False;False;False;True;True;False
41;40;40;81,24;86,20022326866972;-4,960223268669722;4,960223268669722;24,603814875052542;4,960223268669722;278,3139171123125;2;14,92;5,91;506,0;3,52;168,0;12069,34;False;False;False;True;True;False
86;85;85;87,94;83,15219149645739;4,787808503542607;4,787808503542607;22,923110266594897;4,787808503542607;308,29241109477977;2;101,06;39,52;491,98;2,14;1120,0;12449,0;False;False;False;True;True;False
63;62;62;104,71;99,94315390567468;4,766846094325317;4,766846094325317;22,722821686984524;4,766846094325317;266,93558483378143;2;50,0;20,0;529,95;1,04;560,0;14446,0;False;False;False;True;True;False
